prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,new_list,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,MODE2001,TURTLE,GENDER,REEFCODE,AGE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,201804913weS:8AM-8PM,201829131748920180401,2018,4,9,9,9,1,4334,5,3,3,5,1,0.00,0,0,1,0,0,0,0,,,1748920180401005,4,2,2,,,,,Y,we,,1748920180401,3,1748920180401005,,1,S:8AM-8PM,04,,,NEW HAVEN,1543,,,,1,,8,2,8,18MAY18:10:49,8,,,5,,1,,64,,2,,,967.43738201,201804913weS:8AM-8PM,,0,1748920180401005
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180401,2018,4,9,1,9,1,4334,5,3,3,5,2,0.00,149,49,1,0,0,0,0,,,1748920180401006,4,2,2,,,,,Y,we,,1748920180401,3,1748920180401006,,1,S:8AM-8PM,04,,,FAIRFIELD,1706,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,,,2,,,1807.9773738,201804913weS:8AM-8PM,,0,1748920180401006
,,201804913wdS:8AM-8PM,201829131748920180418,2018,4,9,1,9,1,4334,5,3,3,5,1.5,0.00,7,2,1,0,0,0,0,,,1748920180418006,4,2,2,,,,,Y,wd,,1748920180418,3,1748920180418006,,1,S:8AM-8PM,04,,,FAIRFIELD,1843,,,,1,,8,2,8,18MAY18:10:49,8,,,5,,1,,22,,2,,,21443.292665,201804913wdS:8AM-8PM,,0,1748920180418006
,,201804913wdS:8AM-8PM,201829131748920180418,2018,4,9,1,9,1,4334,5,3,3,5,1.5,0.00,3,0,1,0,0,0,0,,,1748920180418007,4,2,2,,,,,Y,wd,,1748920180418,3,1748920180418007,,1,S:8AM-8PM,04,,,FAIRFIELD,1847,,,,1,,8,2,8,18MAY18:10:49,8,,,5,,2,,,,2,,,21443.292665,201804913wdS:8AM-8PM,,0,1748920180418007
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180420,2018,4,9,9,9,9,207,1,3,C,5,1,,2,0,1,0,0,0,0,,,1748920180420001,4,2,2,,,,,Y,we,,1748920180420,1,1748920180420001,,1,S:8AM-8PM,04,,,NEW HAVEN,1627,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,0,,1,,,,2,,,1807.9773738,201804913weS:8AM-8PM,,0,1748920180420001
,,201804913weS:8AM-8PM,201829131748920180420,2018,4,9,9,9,9,207,1,3,C,5,1,,0,0,1,0,0,0,0,,,1748920180420002,4,2,2,,,,,Y,we,,1748920180420,1,1748920180420002,,1,S:8AM-8PM,04,,,NEW HAVEN,1636,,,,1,,8,2,8,18MAY18:10:49,8,,,0,,2,,,,2,,,1807.9773738,201804913weS:8AM-8PM,,0,1748920180420002
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180420,2018,4,9,9,9,9,207,1,3,C,5,1,,0,0,1,0,0,0,0,,,1748920180420003,4,2,2,,,,,Y,we,,1748920180420,1,1748920180420003,,1,S:8AM-8PM,04,,,NEW HAVEN,1641,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,0,,1,,8,,2,,,1807.9773738,201804913weS:8AM-8PM,,0,1748920180420003
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180421,2018,4,9,9,9,1,4334,5,3,3,5,1,2.00,40,2,1,1,0,0,0,,,1748920180421002,4,2,2,,,,,Y,we,,1748920180421,3,1748920180421002,2,1,S:8AM-8PM,04,,,NEW HAVEN,1655,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,,,2,,,1147.3830164,201804913weS:8AM-8PM,,0,1748920180421002
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180422,2018,4,9,3,9,9,4336,5,3,3,5,2,0.00,100,15,1,0,0,0,0,,,1748920180422010,4,2,2,,,,,Y,we,,1748920180422,3,1748920180422010,,1,S:8AM-8PM,04,,,HARTFORD,1604,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,38,,2,,,1037.1973265,201804913weS:8AM-8PM,,0,1748920180422010
,,201804913weS:8AM-8PM,201829131748920180422,2018,4,9,9,9,9,4336,5,3,3,5,2,0.00,40,0,1,0,0,0,0,,,1748920180422011,4,2,2,,,,,Y,we,,1748920180422,3,1748920180422011,,1,S:8AM-8PM,04,,,NEW HAVEN,1636,,,,1,,8,2,8,18MAY18:10:49,8,,,5,,1,,,,2,,,1037.1973265,201804913weS:8AM-8PM,,0,1748920180422011
,,201804913weS:8AM-8PM,201829131748920180428,2018,4,9,9,9,9,4336,5,3,3,5,1.5,0.00,5,0,1,0,0,0,0,,,1748920180428001,4,2,2,,,,,Y,we,,1748920180428,3,1748920180428001,,1,S:8AM-8PM,04,,,NEW HAVEN,1103,,,,1,,8,1,8,18MAY18:10:49,8,,,5,,1,,49,,2,,,977.33489779,201804913weS:8AM-8PM,,0,1748920180428001
,,201804913weS:8AM-8PM,201829131748920180428,2018,4,9,9,9,9,4336,5,3,3,5,1.5,0.00,5,0,1,0,0,0,0,,,1748920180428002,4,2,2,,,,,Y,we,,1748920180428,3,1748920180428002,,1,S:8AM-8PM,04,,,NEW HAVEN,1104,,,,1,,8,2,8,18MAY18:10:49,8,,,5,,1,,,,2,,,977.33489779,201804913weS:8AM-8PM,,0,1748920180428002
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180428,2018,4,9,1,9,9,4336,5,3,3,5,10,0.00,290,55,1,1,0,0,0,,,1748920180428009,4,2,2,,,,,Y,we,,1748920180428,3,1748920180428009,2,1,S:8AM-8PM,04,,,FAIRFIELD,1201,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,,,2,,,977.33489779,201804913weS:8AM-8PM,,0,1748920180428009
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180428,2018,4,9,1,9,9,4336,5,3,3,5,1,0.00,249,50,1,0,0,0,0,,,1748920180428012,4,2,2,,,,,Y,we,,1748920180428,3,1748920180428012,,1,S:8AM-8PM,04,,,FAIRFIELD,1419,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,59,,2,,,971.36642859,201804913weS:8AM-8PM,,0,1748920180428012
,,201804913weS:8AM-8PM,201829131748920180428,2018,4,9,1,9,9,4336,5,3,3,5,1,1.00,25,4,1,0,0,0,0,,,1748920180428017,4,2,2,,,,,Y,we,,1748920180428,3,1748920180428017,,1,S:8AM-8PM,04,,,FAIRFIELD,1649,,,,1,,8,2,8,18MAY18:10:49,8,,,5,,1,,43,,2,,,971.36642859,201804913weS:8AM-8PM,,0,1748920180428017
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180429,2018,4,9,3,9,9,4336,5,3,3,5,1,3.00,100,10,1,1,0,0,0,,,1748920180429010,4,2,2,,,,,Y,we,,1748920180429,3,1748920180429010,2,1,S:8AM-8PM,04,,,HARTFORD,1651,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,59,,2,,,989.03675102,201804913weS:8AM-8PM,,0,1748920180429010
,STRIPED BASS,201804913weS:8AM-8PM,201829131748920180429,2018,4,9,9,9,9,4336,5,3,3,5,1.5,4.00,40,0,1,1,0,0,0,,,1748920180429011,4,2,2,,,,,Y,we,,1748920180429,3,1748920180429011,2,1,S:8AM-8PM,04,,,NEW HAVEN,1653,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,30,,2,,,989.03675102,201804913weS:8AM-8PM,,0,1748920180429011
,,201804913weS:8AM-8PM,201829131748920180429,2018,4,9,3,9,9,4336,5,3,3,5,1.5,4.00,20,0,1,0,0,0,0,,,1748920180429012,4,2,2,,,,,Y,we,,1748920180429,3,1748920180429012,,1,S:8AM-8PM,04,,,HARTFORD,1655,,,,1,,8,1,8,18MAY18:10:49,8,,,5,,2,,,,2,,,989.03675102,201804913weS:8AM-8PM,,0,1748920180429012
,STRIPED BASS,201803913wdS:8AM-8PM,201829131764520180305,2018,4,9,1,9,1,4334,5,3,3,5,0.5,0.50,6,0,1,0,0,0,0,,,1764520180305001,4,2,2,,,,,Y,wd,,1764520180305,3,1764520180305001,,1,S:8AM-8PM,03,,,FAIRFIELD,1710,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,45,,2,,,5709.4244889,201803913wdS:8AM-8PM,,0,1764520180305001
,STRIPED BASS,201803913wdS:8AM-8PM,201829131764520180305,2018,4,9,9,9,1,4334,5,3,3,5,0.5,0.50,15,4,1,0,0,0,0,,,1764520180305002,4,2,2,,,,,Y,wd,,1764520180305,3,1764520180305002,,1,S:8AM-8PM,03,,,NEW HAVEN,1725,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,40,,2,,,5709.4244889,201803913wdS:8AM-8PM,,0,1764520180305002
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,3,9,1,4334,5,3,3,5,5,0.00,100,0,1,1,0,0,0,,,1764520180311001,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311001,2,1,S:8AM-8PM,03,,,HARTFORD,1117,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,53,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311001
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,1,9,1,4334,5,3,3,5,2.5,0.00,6,2,1,0,0,0,0,,,1764520180311002,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311002,,1,S:8AM-8PM,03,,,FAIRFIELD,1126,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,49,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311002
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,1,9,1,4334,5,3,3,5,2.5,0.00,3,0,1,0,0,0,0,,,1764520180311003,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311003,,1,S:8AM-8PM,03,,,FAIRFIELD,1127,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,21,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311003
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,1,9,1,4334,5,3,3,5,2,0.00,6,3,1,0,0,0,0,,,1764520180311005,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311005,,1,S:8AM-8PM,03,,,FAIRFIELD,1205,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,65,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311005
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,1,9,1,4334,5,3,3,5,2,0.00,6,3,1,0,0,0,0,,,1764520180311006,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311006,,1,S:8AM-8PM,03,,,FAIRFIELD,1206,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,15,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311006
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,3,9,1,4334,5,3,3,5,1,0.00,10,0,1,0,0,0,0,,,1764520180311012,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311012,,1,S:8AM-8PM,03,,,HARTFORD,1247,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,60,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311012
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,9,9,1,4334,5,3,3,5,5,0.00,200,30,1,1,0,0,0,,,1764520180311013,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311013,2,1,S:8AM-8PM,03,,,NEW HAVEN,1306,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,38,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311013
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,9,9,1,4334,5,3,3,5,1.5,0.00,60,8,1,0,0,0,0,,,1764520180311014,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311014,,1,S:8AM-8PM,03,,,NEW HAVEN,1314,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,33,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311014
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,9,9,1,4334,5,3,3,5,2,0.00,0,0,1,0,0,0,0,,,1764520180311015,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311015,,1,S:8AM-8PM,03,,,NEW HAVEN,1350,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,55,,2,,,1161.9571766,201803913weS:8AM-8PM,,0,1764520180311015
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,1,9,1,4334,5,3,3,5,5,0.00,150,30,1,1,0,0,0,,,1764520180311016,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311016,2,1,S:8AM-8PM,03,,,FAIRFIELD,1438,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,46,,2,,,1195.6447555,201803913weS:8AM-8PM,,0,1764520180311016
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,9,9,1,4334,5,3,3,5,2,0.00,80,10,1,0,0,0,0,,,1764520180311019,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311019,,1,S:8AM-8PM,03,,,NEW HAVEN,1508,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,61,,2,,,1195.6447555,201803913weS:8AM-8PM,,0,1764520180311019
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,9,9,1,4334,5,3,3,5,0.5,0.00,60,12,1,0,0,0,0,,,1764520180311023,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311023,,1,S:8AM-8PM,03,,,NEW HAVEN,1607,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,25,,2,,,1195.6447555,201803913weS:8AM-8PM,,0,1764520180311023
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,9,9,1,4334,5,3,3,5,3,0.00,200,30,1,0,0,0,0,,,1764520180311024,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311024,,1,S:8AM-8PM,03,,,NEW HAVEN,1615,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,34,,2,,,1195.6447555,201803913weS:8AM-8PM,,0,1764520180311024
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,3,9,1,4334,5,3,3,5,3,0.00,200,30,1,0,0,0,0,,,1764520180311025,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311025,,1,S:8AM-8PM,03,,,HARTFORD,1616,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,31,,2,,,1195.6447555,201803913weS:8AM-8PM,,0,1764520180311025
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180311,2018,4,9,7,9,1,4334,5,3,3,5,4,0.00,200,30,1,0,0,0,0,,,1764520180311026,4,2,2,,,,,Y,we,,1764520180311,3,1764520180311026,,1,S:8AM-8PM,03,,,MIDDLESEX,1640,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,55,,2,,,1195.6447555,201803913weS:8AM-8PM,,0,1764520180311026
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180331,2018,4,9,3,9,1,4334,5,3,5,5,3,0.00,30,0,1,0,0,0,0,,,1764520180331005,4,2,2,,,,,Y,we,,1764520180331,3,1764520180331005,,1,S:8AM-8PM,03,,,HARTFORD,1124,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,,,2,,,1103.1818363,201803913weS:8AM-8PM,,0,1764520180331005
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180331,2018,4,9,9,9,1,4334,5,3,5,5,2,0.00,250,25,1,1,0,0,0,,,1764520180331022,4,2,2,,,,,Y,we,,1764520180331,3,1764520180331022,2,1,S:8AM-8PM,03,,,NEW HAVEN,1440,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,27,,2,,,1129.7644277,201803913weS:8AM-8PM,,0,1764520180331022
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180331,2018,4,9,1,9,1,4334,5,3,5,5,4,0.00,12,3,1,1,0,0,0,,,1764520180331025,4,2,2,,,,,Y,we,,1764520180331,3,1764520180331025,2,1,S:8AM-8PM,03,,,FAIRFIELD,1508,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,57,,2,,,1129.7644277,201803913weS:8AM-8PM,,0,1764520180331025
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180331,2018,4,9,1,9,1,4334,5,3,5,5,4,0.00,12,3,1,1,0,0,0,,,1764520180331026,4,2,2,,,,,Y,we,,1764520180331,3,1764520180331026,2,1,S:8AM-8PM,03,,,FAIRFIELD,1509,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,48,,2,,,1129.7644277,201803913weS:8AM-8PM,,0,1764520180331026
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180331,2018,4,9,9,9,1,4334,5,3,5,5,4,0.00,40,0,1,0,0,0,0,,,1764520180331031,4,2,2,,,,,Y,we,,1764520180331,3,1764520180331031,,1,S:8AM-8PM,03,,,NEW HAVEN,1613,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,53,,2,,,1129.7644277,201803913weS:8AM-8PM,,0,1764520180331031
,STRIPED BASS,201803913weS:8AM-8PM,201829131764520180331,2018,4,9,9,9,1,4334,5,3,5,5,4,0.00,40,0,1,1,0,0,0,,,1764520180331032,4,2,2,,,,,Y,we,,1764520180331,3,1764520180331032,2,1,S:8AM-8PM,03,,,NEW HAVEN,1614,167680,,,1,,8,1,8,18MAY18:10:49,8,8835020102,,5,,1,,,,2,,,1129.7644277,201803913weS:8AM-8PM,,0,1764520180331032
,WINTER FLOUNDER,201804913wdS:8AM-8PM,201829131764520180403,2018,4,9,9,9,11,679,5,3,C,5,5,2.00,80,1,1,0,0,0,0,,,1764520180403001,4,2,2,,,,,Y,wd,,1764520180403,1,1764520180403001,,1,S:8AM-8PM,04,,,NEW HAVEN,1235,172904,,,1,,8,1,8,18MAY18:10:49,8,8857042001,,5,,1,,65,,2,,,18481.834412,201804913wdS:8AM-8PM,,0,1764520180403001
,WINTER FLOUNDER,201804913wdS:8AM-8PM,201829131764520180403,2018,4,9,9,9,11,679,5,3,C,5,5,2.00,136,36,1,0,0,0,0,,,1764520180403002,4,2,2,,,,,Y,wd,,1764520180403,1,1764520180403002,,1,S:8AM-8PM,04,,,NEW HAVEN,1236,172904,,,1,,8,2,8,18MAY18:10:49,8,8857042001,,5,,1,,66,,2,,,18481.834412,201804913wdS:8AM-8PM,,0,1764520180403002
,WINTER FLOUNDER,201804913weS:8AM-8PM,201829131764520180413,2018,4,9,11,9,11,679,5,3,C,5,4,0.00,30,1,1,0,1,0,0,,,1764520180413001,4,2,1,,,,,Y,we,,1764520180413,1,1764520180413001,2,1,S:8AM-8PM,04,1,0,NEW LONDON,1404,172904,,,1,,8,1,1,18MAY18:10:49,8,8857042001,,5,,1,,56,,2,,,919.74426154,201804913weS:8AM-8PM,,0,1764520180413001
,WINTER FLOUNDER,201804913weS:8AM-8PM,201829131764520180413,2018,4,9,9,9,11,679,5,3,C,5,6,3.50,80,7,1,0,1,0,0,,,1764520180413002,4,2,1,,,,,Y,we,,1764520180413,1,1764520180413002,2,1,S:8AM-8PM,04,1,0,NEW HAVEN,1416,172904,,,1,,8,1,1,18MAY18:10:49,8,8857042001,,5,,1,,65,,2,,,919.74426154,201804913weS:8AM-8PM,,0,1764520180413002
,WINTER FLOUNDER,201804913weS:8AM-8PM,201829131764520180413,2018,4,9,11,9,11,679,5,3,C,5,4,3.50,60,1,1,0,0,0,0,,,1764520180413003,4,2,2,,,,,Y,we,,1764520180413,1,1764520180413003,,1,S:8AM-8PM,04,,,NEW LONDON,1423,172904,,,1,,8,1,8,18MAY18:10:49,8,8857042001,,5,,1,,62,,2,,,919.74426154,201804913weS:8AM-8PM,,0,1764520180413003
,STRIPED BASS,201804913weS:8AM-8PM,201829131764520180415,2018,4,9,9,9,1,4334,5,3,5,5,0.5,0.00,100,15,1,0,0,0,0,,,1764520180415001,4,2,2,,,,,Y,we,,1764520180415,3,1764520180415001,,1,S:8AM-8PM,04,,,NEW HAVEN,1414,167680,,,1,,8,2,8,18MAY18:10:49,8,8835020102,,5,,1,,,,2,,,961.54522465,201804913weS:8AM-8PM,,0,1764520180415001
