common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag
CREVALLE JACK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214004,6,1,wd,8835280303,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
GULF KINGFISH,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214004,6,1,wd,8835440602,3,0,0,3,0,0,919,0.94,0,0,6,02,97443.417222,8,97443.417222,3,0.94,919,3,2018021263wdS:8AM-8PM,,0
COMMON SNOOK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214005,6,1,wd,8835010105,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
STINGRAY GENUS,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214006,6,1,wd,8713050100,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
COMMON SNOOK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214006,6,1,wd,8835010105,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
CREVALLE JACK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214006,6,1,wd,8835280303,0,2,0,0,0,2,0,0,0,0,6,02,97443.417222,8,97443.417222,2,0,0,0,2018021263wdS:8AM-8PM,,0
COMMON SNOOK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214007,6,1,wd,8835010105,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
SHEEPSHEAD,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214008,6,1,wd,8835430301,1,0,0,1,0,0,326,0.94,0,0,6,02,97443.417222,8,97443.417222,1,0.94,326,1,2018021263wdS:8AM-8PM,,0
LADYFISH,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214009,6,1,wd,8738010101,0,3,0,0,0,3,0,0,0,0,6,02,97443.417222,8,97443.417222,3,0,0,0,2018021263wdS:8AM-8PM,,0
COMMON SNOOK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214009,6,1,wd,8835010105,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
CREVALLE JACK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214010,6,1,wd,8835280303,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
SHEEPSHEAD,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214011,6,1,wd,8835430301,0,0,1,0,1,0,0,0,326,0.94,6,02,97443.417222,8,97443.417222,1,0.94,326,1,2018021263wdS:8AM-8PM,,0
RED DRUM,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214011,6,1,wd,8835440901,0,1,0,0,0,1,0,0,0,0,6,02,97443.417222,8,97443.417222,1,0,0,0,2018021263wdS:8AM-8PM,,0
SHEEPSHEAD,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214012,6,1,wd,8835430301,0,3,0,0,0,3,0,0,0,0,6,02,97443.417222,8,97443.417222,3,0,0,0,2018021263wdS:8AM-8PM,,0
SPOTTED SEATROUT,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214012,6,1,wd,8835440102,0,0,1,0,1,0,0,0,392,0.52,6,02,97443.417222,8,97443.417222,1,0.52,392,1,2018021263wdS:8AM-8PM,,0
KINGFISH GENUS,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214012,6,1,wd,8835440600,0,0,8,0,8,0,0,0,0,0,6,02,97443.417222,8,97443.417222,8,0,0,8,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214012,6,1,wd,8842090307,0,12,0,0,0,12,0,0,0,0,6,02,97443.417222,8,97443.417222,12,0,0,0,2018021263wdS:8AM-8PM,,0
CREVALLE JACK,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214013,6,1,wd,8835280303,0,1,0,0,0,1,0,0,0,0,6,02,96433.640878,8,96433.640878,1,0,0,0,2018021263wdS:8AM-8PM,,0
KINGFISH GENUS,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214014,6,1,wd,8835440600,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
STINGRAY GENUS,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214015,6,1,wd,8713050100,0,1,0,0,0,1,0,0,0,0,6,02,96433.640878,8,96433.640878,1,0,0,0,2018021263wdS:8AM-8PM,,0
LADYFISH,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214015,6,1,wd,8738010101,0,1,0,0,0,1,0,0,0,0,6,02,96433.640878,8,96433.640878,1,0,0,0,2018021263wdS:8AM-8PM,,0
BLACK DRUM,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214015,6,1,wd,8835440801,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214015,6,1,wd,8842090307,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214016,6,1,wd,8842090307,0,3,0,0,0,3,0,0,0,0,6,02,96433.640878,8,96433.640878,3,0,0,0,2018021263wdS:8AM-8PM,,0
SHEEPSHEAD,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214017,6,1,wd,8835430301,0,3,0,0,0,3,0,0,0,0,6,02,96433.640878,8,96433.640878,3,0,0,0,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214017,6,1,wd,8842090307,0,6,0,0,0,6,0,0,0,0,6,02,96433.640878,8,96433.640878,6,0,0,0,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214018,6,1,wd,8842090307,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214019,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,02,96433.640878,8,96433.640878,0,0,0,0,2018021263wdS:8AM-8PM,,0
STINGRAY GENUS,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214020,6,1,wd,8713050100,0,1,0,0,0,1,0,0,0,0,6,02,96433.640878,8,96433.640878,1,0,0,0,2018021263wdS:8AM-8PM,,0
KINGFISH GENUS,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214020,6,1,wd,8835440600,0,1,0,0,0,1,0,0,0,0,6,02,96433.640878,8,96433.640878,1,0,0,0,2018021263wdS:8AM-8PM,,0
BLACK DRUM,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214021,6,1,wd,8835440801,0,1,0,0,0,1,0,0,0,0,6,02,96433.640878,8,96433.640878,1,0,0,0,2018021263wdS:8AM-8PM,,0
,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214022,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,02,96433.640878,8,96433.640878,0,0,0,0,2018021263wdS:8AM-8PM,,0
BLACK DRUM,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214023,6,1,wd,8835440801,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214023,6,1,wd,8842090307,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
BLACK DRUM,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214024,6,1,wd,8835440801,0,1,0,0,0,1,0,0,0,0,6,02,96433.640878,8,96433.640878,1,0,0,0,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214024,6,1,wd,8842090307,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214025,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,02,96433.640878,8,96433.640878,0,0,0,0,2018021263wdS:8AM-8PM,,0
SHEEPSHEAD,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214026,6,1,wd,8835430301,1,0,0,1,0,0,326,0.96,0,0,6,02,96433.640878,8,96433.640878,1,0.96,326,1,2018021263wdS:8AM-8PM,,0
BLACK DRUM,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214026,6,1,wd,8835440801,1,0,0,1,0,0,421,1.08,0,0,6,02,96433.640878,8,96433.640878,1,1.08,421,1,2018021263wdS:8AM-8PM,,0
SHEEPSHEAD,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214027,6,1,wd,8835430301,0,0,1,0,1,0,0,0,326,0.96,6,02,96433.640878,8,96433.640878,1,0.96,326,1,2018021263wdS:8AM-8PM,,0
BLACK DRUM,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214028,6,1,wd,8835440801,0,0,1,0,1,0,0,0,464,1.4,6,02,96433.640878,8,96433.640878,1,1.4,464,1,2018021263wdS:8AM-8PM,,0
HAIRY BLENNY,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214028,6,1,wd,8842090307,0,2,0,0,0,2,0,0,0,0,6,02,96433.640878,8,96433.640878,2,0,0,0,2018021263wdS:8AM-8PM,,0
,2018021263wdS:8AM-8PM,2018112631550820180214,2018,12,3,1,1550820180214029,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,02,96433.640878,8,96433.640878,0,0,0,0,2018021263wdS:8AM-8PM,,0
BLUEFISH,2018011253weS:8AM-8PM,2018112531562720180112,2018,12,3,1,1562720180112001,6,1,we,8835250101,1,0,0,1,0,0,445,1.1543428184,0,0,5,01,20240.953667,8,20240.953667,1,1.1543428184,445,1,2018011253weS:8AM-8PM,,0
SPANISH MACKEREL,2018011253weS:8AM-8PM,2018112531562720180112,2018,12,3,1,1562720180112001,6,1,we,8850030502,0,4,0,0,0,4,0,0,0,0,5,01,20240.953667,8,20240.953667,4,0,0,0,2018011253weS:8AM-8PM,,0
BLUEFISH,2018011253weS:8AM-8PM,2018112531562720180112,2018,12,3,1,1562720180112002,6,1,we,8835250101,1,0,0,1,0,0,425,0.86,0,0,5,01,20240.953667,8,20240.953667,1,0.86,425,1,2018011253weS:8AM-8PM,,0
CREVALLE JACK,2018011253weS:8AM-8PM,2018112531562720180112,2018,12,3,1,1562720180112002,6,1,we,8835280303,0,3,0,0,0,3,0,0,0,0,5,01,20240.953667,8,20240.953667,3,0,0,0,2018011253weS:8AM-8PM,,0
BLUEFISH,2018011253weS:8AM-8PM,2018112531562720180112,2018,12,3,1,1562720180112003,6,1,we,8835250101,1,0,0,1,0,0,472,1.3,0,0,5,01,20240.953667,8,20240.953667,1,1.3,472,1,2018011253weS:8AM-8PM,,0
BLUEFISH,2018011253weS:8AM-8PM,2018112531562720180112,2018,12,3,1,1562720180112004,6,1,we,8835250101,1,0,0,1,0,0,500,1.32,0,0,5,01,23511.68759,8,23511.68759,1,1.32,500,1,2018011253weS:8AM-8PM,,0
,2018011253weS:8AM-8PM,2018112531562720180112,2018,12,3,1,1562720180112005,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,23511.68759,8,23511.68759,0,0,0,0,2018011253weS:8AM-8PM,,0
BLUE RUNNER,2018011253weS:8AM-8PM,2018112531562720180119,2018,12,3,1,1562720180119001,6,1,we,8835280306,0,1,0,0,0,1,0,0,0,0,5,01,36922.761012,8,36922.761012,1,0,0,0,2018011253weS:8AM-8PM,,0
AMBERJACK GENUS,2018011253weS:8AM-8PM,2018112531562720180119,2018,12,3,1,1562720180119002,6,1,we,8835280800,0,1,0,0,0,1,0,0,0,0,5,01,9277.4497589,8,9277.4497589,1,0,0,0,2018011253weS:8AM-8PM,,0
AMBERJACK GENUS,2018011253weS:8AM-8PM,2018112531562720180119,2018,12,3,1,1562720180119003,6,1,we,8835280800,0,0,1,0,1,0,0,0,0,0,5,01,9277.4497589,8,9277.4497589,1,0,0,1,2018011253weS:8AM-8PM,,0
,2018011253weS:8AM-8PM,2018112531562720180119,2018,12,3,1,1562720180119004,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,9277.4497589,8,9277.4497589,0,0,0,0,2018011253weS:8AM-8PM,,0
,2018011253weS:8AM-8PM,2018112531562720180119,2018,12,3,1,1562720180119005,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,9277.4497589,8,9277.4497589,0,0,0,0,2018011253weS:8AM-8PM,,0
BLUE RUNNER,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202001,6,1,we,8835280306,0,1,0,0,0,1,0,0,0,0,5,02,9138.0673842,8,9138.0673842,1,0,0,0,2018021253weS:8AM-8PM,,0
PINFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202001,6,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,5,02,9138.0673842,8,9138.0673842,1,0,0,0,2018021253weS:8AM-8PM,,0
PINFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202002,6,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,5,02,9138.0673842,8,9138.0673842,1,0,0,0,2018021253weS:8AM-8PM,,0
BLUE RUNNER,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202003,6,1,we,8835280306,1,0,0,1,0,0,256,0.3,0,0,5,02,9138.0673842,8,9138.0673842,1,0.3,256,1,2018021253weS:8AM-8PM,,0
PINFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202003,6,1,we,8835430201,2,0,0,2,0,0,340,0.24,0,0,5,02,9138.0673842,8,9138.0673842,2,0.24,340,2,2018021253weS:8AM-8PM,,0
LEFTEYE FLOUNDER FAMILY,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202003,6,1,we,8857030000,0,1,0,0,0,1,0,0,0,0,5,02,9138.0673842,8,9138.0673842,1,0,0,0,2018021253weS:8AM-8PM,,0
SCRAWLED COWFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202003,6,1,we,8860030201,0,2,0,0,0,2,0,0,0,0,5,02,9138.0673842,8,9138.0673842,2,0,0,0,2018021253weS:8AM-8PM,,0
PINFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202004,6,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,5,02,4252.0425277,8,4252.0425277,1,0,0,0,2018021253weS:8AM-8PM,,0
SCRAWLED COWFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202004,6,1,we,8860030201,0,1,0,0,0,1,0,0,0,0,5,02,4252.0425277,8,4252.0425277,1,0,0,0,2018021253weS:8AM-8PM,,0
SCRAWLED COWFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202005,6,1,we,8860030201,0,1,0,0,0,1,0,0,0,0,5,02,4252.0425277,8,4252.0425277,1,0,0,0,2018021253weS:8AM-8PM,,0
SCRAWLED COWFISH,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202006,6,1,we,8860030201,0,1,0,0,0,1,0,0,0,0,5,02,4252.0425277,8,4252.0425277,1,0,0,0,2018021253weS:8AM-8PM,,0
,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202007,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,4252.0425277,8,4252.0425277,0,0,0,0,2018021253weS:8AM-8PM,,0
,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202008,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,4252.0425277,8,4252.0425277,0,0,0,0,2018021253weS:8AM-8PM,,0
BLUE RUNNER,2018021253weS:8AM-8PM,2018112531562720180202,2018,12,3,1,1562720180202009,6,1,we,8835280306,0,1,0,0,0,1,0,0,0,0,5,02,4252.0425277,8,4252.0425277,1,0,0,0,2018021253weS:8AM-8PM,,0
BLUEFISH,2018021273wdS:8AM-8PM,2018112731577420180220,2018,12,3,1,1577420180220002,6,1,wd,8835250101,0,1,4,0,4,1,0,0,1760,4.3230284552,7,02,197007.36477,8,197007.36477,5,4.3230284552,1760,4,2018021273wdS:8AM-8PM,,0
,2018021273wdS:8AM-8PM,2018112731577420180220,2018,12,3,1,1577420180220003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,02,197007.36477,8,197007.36477,0,0,0,0,2018021273wdS:8AM-8PM,,0
,2018021273wdS:8AM-8PM,2018112731577420180220,2018,12,3,1,1577420180220004,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,02,197007.36477,8,197007.36477,0,0,0,0,2018021273wdS:8AM-8PM,,0
,2018021273wdS:8AM-8PM,2018112731577420180220,2018,12,3,1,1577420180220005,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,02,197007.36477,8,197007.36477,0,0,0,0,2018021273wdS:8AM-8PM,,0
HARDHEAD CATFISH,2018011273wdS:8AM-8PM,2018112731511220180123,2018,12,3,5,1511220180123001,6,1,wd,8777180202,0,2,0,0,0,2,0,0,0,0,7,01,68267.404242,8,68267.404242,2,0,0,0,2018011273wdS:8AM-8PM,,0
,2018011273wdS:8AM-8PM,2018112731511220180123,2018,12,3,5,1511220180123002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,01,68267.404242,8,68267.404242,0,0,0,0,2018011273wdS:8AM-8PM,,0
,2018011273wdS:8AM-8PM,2018112731511220180123,2018,12,3,5,1511220180123003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,01,68267.404242,8,68267.404242,0,0,0,0,2018011273wdS:8AM-8PM,,0
,2018011273wdS:8AM-8PM,2018112731511220180123,2018,12,3,5,1511220180123004,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,01,68267.404242,8,68267.404242,0,0,0,0,2018011273wdS:8AM-8PM,,0
SPOTTED SEATROUT,2018011273wdS:8AM-8PM,2018112731515620180123,2018,12,3,5,1515620180123001,6,1,wd,8835440102,0,1,0,0,0,1,0,0,0,0,7,01,124821.11524,8,124821.11524,1,0,0,0,2018011273wdS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180203,2018,12,3,5,1515620180203001,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,49905.974635,8,49905.974635,0,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180203,2018,12,3,5,1515620180203002,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,49905.974635,8,49905.974635,0,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180203,2018,12,3,5,1515620180203003,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,49905.974635,8,49905.974635,0,0,0,0,2018021273weS:8AM-8PM,,0
STINGRAY GENUS,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218001,6,1,we,8713050100,0,1,0,0,0,1,0,0,0,0,7,02,4996.9855633,8,4996.9855633,1,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218002,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,4996.9855633,8,4996.9855633,0,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218003,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,4996.9855633,8,4996.9855633,0,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218004,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,4996.9855633,8,4996.9855633,0,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218005,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,4996.9855633,8,4996.9855633,0,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218006,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,4996.9855633,8,4996.9855633,0,0,0,0,2018021273weS:8AM-8PM,,0
,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218007,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,4996.9855633,8,4996.9855633,0,0,0,0,2018021273weS:8AM-8PM,,0
STINGRAY GENUS,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218008,6,1,we,8713050100,0,3,0,0,0,3,0,0,0,0,7,02,4996.9855633,8,4996.9855633,3,0,0,0,2018021273weS:8AM-8PM,,0
SOUTHERN KINGFISH,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218008,6,1,we,8835440601,6,0,0,6,0,0,1833,1.72,0,0,7,02,4996.9855633,8,4996.9855633,6,1.72,1833,6,2018021273weS:8AM-8PM,,0
STINGRAY GENUS,2018021273weS:8AM-8PM,2018112731515620180218,2018,12,3,5,1515620180218009,6,1,we,8713050100,0,2,0,0,0,2,0,0,0,0,7,02,4996.9855633,8,4996.9855633,2,0,0,0,2018021273weS:8AM-8PM,,0
